縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
20,1080228,1,189,189
20,1080131,1,189,189
21,1120531,1,320,320
21,1120430,1,320,304
21,1120331,1,304,301
21,1120228,1,301,288
21,1120131,1,288,287
21,1111231,1,287,282
21,1111130,1,282,281
21,1111031,1,281,281
21,1110930,1,281,281
21,1110831,1,281,274
21,1110731,1,274,272
21,1110630,1,272,265
21,1110531,1,265,265
21,1110430,1,265,261
21,1110331,1,261,257
21,1110228,1,257,257
21,1110131,1,257,257
21,1101231,1,257,257
21,1101130,1,257,257
21,1101031,1,257,255
21,1100930,1,255,252
21,1100831,1,252,252
21,1100731,1,252,250
21,1100630,1,250,250
21,1100531,1,250,250
21,1100430,1,250,250
21,1100331,1,250,250
21,1100228,1,250,252
21,1100131,1,252,250
21,1091231,1,250,257
21,1091130,1,257,256
21,1091031,1,256,256
21,1090930,1,256,256
21,1090831,1,256,237
21,1090731,1,237,237
21,1090630,1,237,237
21,1090531,1,237,237
21,1090430,1,237,237
21,1090331,1,237,231
21,1090229,1,231,231
21,1090131,1,231,219
21,1081231,1,219,210
21,1081130,1,210,204
21,1081031,1,204,203
21,1080930,1,203,203
21,1080831,1,203,198
21,1080731,1,198,198
21,1080630,1,198,197
21,1080531,1,197,191
21,1080430,1,191,189
21,1080331,1,189,186
21,1080228,1,186,186
21,1080131,1,186,186
22,1120531,1,106,106
22,1120430,1,106,106
22,1120331,1,106,106
22,1120228,1,106,105
22,1120131,1,105,104
22,1111231,1,104,104
22,1111130,1,104,100
22,1111031,1,100,97
22,1110930,1,97,97
22,1110831,1,97,96
22,1110731,1,96,93
22,1110630,1,93,93
22,1110531,1,93,93
22,1110430,1,93,93
22,1110331,1,93,93
22,1110228,1,93,93
22,1110131,1,93,93
22,1101231,1,93,92
22,1101130,1,92,92
22,1101031,1,92,92
22,1100930,1,92,92
22,1100831,1,92,92
22,1100731,1,92,92
22,1100630,1,92,92
22,1100531,1,92,92
22,1100430,1,92,92
22,1100331,1,92,92
22,1100228,1,92,92
22,1100131,1,92,92
22,1091231,1,92,92
22,1091130,1,92,90
22,1091031,1,90,90
22,1090930,1,90,91
22,1090831,1,91,90
22,1090731,1,90,90
22,1090630,1,90,86
22,1090531,1,86,86
22,1090430,1,86,86
22,1090331,1,86,86
22,1090229,1,86,86
22,1090131,1,86,86
22,1081231,1,86,86
22,1081130,1,86,86
22,1081031,1,86,86
22,1080930,1,86,86
22,1080831,1,86,86
22,1080731,1,86,86
22,1080630,1,86,84
22,1080531,1,84,84
22,1080430,1,84,84
22,1080331,1,84,84
22,1080228,1,84,84
22,1080131,1,84,84
